0.0315708 20.0986 3.78556 50
0.0980086 20.0551 3.77742 47
0.154375 20.1019 3.7863 48
0.208418 20.239 3.81221 26
0.273162 20.3248 3.8285 45
0.332756 20.2806 3.82036 34
0.389917 20.3071 3.82554 44
0.452258 20.4002 3.84331 28
0.510598 20.4539 3.85367 5
0.654183 21.1695 3.98916 55
0.711801 21.0142 3.96029 52
0.766571 21.1067 3.97806 33
0.840451 21.2023 3.99657 35
0.900437 21.306 4.01656 8
0.713801 15.7191 2.96374 0
0.762147 15.7523 2.9704 0
1.11093 20.5127 3.86922 43
1.16285 20.4784 3.8633 38
1.21746 20.4319 3.85515 21
1.44581 23.0447 4.34899 16
1.38958 21.2009 4.00175 7
1.44825 21.1891 4.00027 23
1.78212 24.9841 4.7177 13
1.75358 23.7092 4.47781 12
1.83037 23.6798 4.47337 21
1.90396 22.1632 4.18981 30
1.95474 21.9891 4.15797 31
2.02799 22.1128 4.1824 24
2.11304 22.2706 4.2135 22
2.17019 22.2533 4.21128 37
2.233 22.176 4.19795 29
2.2844 22.068 4.1787 12
2.35807 22.1749 4.20017 0
2.36824 21.6242 4.09726 3
2.43025 21.7004 4.11281 17
2.48924 21.6462 4.10392 23
2.79529 23.6526 4.48596 13
2.69922 22.3379 4.23793 24
2.76356 22.3142 4.23497 19
2.82919 22.2703 4.22831 26
2.89709 22.3369 4.24237 21
2.97864 22.4134 4.25866 19
3.44695 25.3608 4.82061 10
6.6716 48.1413 9.15405 7
6.81894 48.0929 9.14887 3
6.94651 48.0866 9.15109 12
7.08306 48.0825 9.15405 6
7.24071 48.0471 9.15183 1
7.36528 48.0202 9.15035 21
7.49814 47.9917 9.14887 6
2.49521 15.3889 2.93634 13
8.0549 47.8775 9.14443 6
8.18724 47.8471 9.14294 8
8.33187 47.838 9.14591 9
8.46611 47.8185 9.14665 5
8.60656 47.7854 9.14516 7
8.74335 47.7326 9.13998 12
8.87804 47.7157 9.14146 2
9.0225 47.7046 9.14443 2
9.16549 47.6853 9.14591 0
9.30087 47.6711 9.14813 6
9.44304 47.6472 9.14887 6
9.57916 47.636 9.15183 7
9.73113 47.6173 9.15405 12
9.86565 47.5976 9.15553 6
9.99045 47.5314 9.14813 14
10.1397 47.4998 9.14813 13
10.2665 47.4846 9.15035 3
10.3991 47.4557 9.15035 6
10.5592 47.4727 9.15997 7
10.6805 47.3932 9.15035 9
10.8242 47.413 9.15997 9
11.1025 47.3728 9.16441 5
11.3944 47.3156 9.16664 13
4.24471 15.1112 2.95633 10
4.28591 15.1159 2.9593 0
15.5417 43.4779 8.6965 3
15.6377 43.364 8.68243 49
15.7757 43.3433 8.68761 20
15.9503 43.4218 8.71278 2
20.0467 50.9176 10.3068 10
19.7728 49.3854 10.0196 10
19.6281 48.6301 9.8774 10
19.5061 47.9416 9.74857 10
19.3766 47.2216 9.61383 6
19.2611 46.5465 9.48796 2
19.1771 45.9344 9.37542 6
19.0273 45.2641 9.24808 15
18.9422 44.6685 9.1385 6
18.8352 44.0519 9.02374 1
18.7156 43.4572 8.91195 6
18.6817 43.0265 8.83495 30
18.8373 43.0144 8.84457 54
18.9641 42.9973 8.85123 50
19.0889 42.955 8.85346 54
19.2462 42.945 8.86382 49
19.3806 42.9234 8.87048 14
27.3829 50.2446 10.7777 20
27.5853 50.219 10.7918 27
27.7627 50.1885 10.8029 19
17.0544 25.6786 5.80605 13
17.1085 25.6047 5.80013 17
17.1624 25.5307 5.79421 26
17.2491 25.5055 5.79939 31
17.3136 25.4285 5.79421 31
17.3979 25.4185 5.80161 31
17.4331 25.299 5.7868 37
17.4857 25.2244 5.78088 5
17.5494 25.1658 5.77866 31
17.5809 25.0429 5.76311 20
17.5483 24.8303 5.72683 34
17.6631 24.8453 5.74164 40
17.7256 24.7863 5.73942 29
17.9003 24.8834 5.77348 3
17.5504 24.2538 5.63873 6
17.6388 24.2333 5.64539 22
17.7451 24.219 5.65502 23
18.307 24.8402 5.81198 20
18.2991 24.6847 5.78755 27
18.4001 24.6586 5.79495 16
19.4198 25.8741 6.09332 22
19.6123 25.9604 6.12812 19
18.8476 24.8038 5.86751 13
19.251 25.1883 5.97116 8
19.5074 25.3583 6.02595 23
19.3737 25.0395 5.96302 20
19.4701 25.0194 5.97116 16
18.4326 23.5503 5.63281 15
18.4968 23.4799 5.62984 15
18.5623 23.4282 5.62984 23
19.1151 23.988 5.77718 16
18.7994 23.4403 5.65946 28
19.1337 23.7212 5.74016 28
19.2965 23.7867 5.76904 36
19.3305 23.6931 5.75941 0
19.3667 23.6026 5.75053 26
20.6072 24.9541 6.09554 26
20.7546 24.9902 6.11849 31
20.852 24.9653 6.12664 21
20.9708 24.9478 6.13848 27
20.1192 23.7995 5.86973 16
19.6896 23.1433 5.72313 26
19.7143 23.0499 5.71277 31
19.9082 23.1373 5.74905 41
20.104 23.2332 5.7868 28
20.1263 23.1201 5.77348 22
20.1767 23.0396 5.7683 28
20.0799 22.8002 5.72239 28
20.1149 22.6959 5.71203 35
20.3547 22.8456 5.76311 37
19.6143 21.8836 5.53508 3
19.7251 21.8685 5.54692 16
19.7163 21.744 5.52841 12
20.39 22.3534 5.6987 42
20.5492 22.3942 5.72461 29
20.6197 22.3454 5.72683 19
20.7421 22.3446 5.74238 9
20.8941 22.3749 5.76607 16
21.0923 22.4532 5.80235 20
21.1468 22.3856 5.80013 29
21.2538 22.3655 5.81124 24
21.327 22.3174 5.8142 27
21.4001 22.2691 5.81716 21
21.4989 22.2395 5.82605 13
28.1474 28.9446 7.60444 13
14.9673 15.3002 4.03137 13
14.919 15.1658 4.00693 16
14.9641 15.1269 4.00767 16
15.0448 15.1133 4.01656 21
15.0675 15.0517 4.01137 12
15.1595 15.0541 4.02396 35
15.4615 15.2631 4.09208 17
15.7369 15.4484 4.15353 14
15.2343 14.8717 4.00989 10
15.6565 15.1987 4.10985 44
